field,truth_min,truth_median,truth_max,pred_min,pred_median,pred_max,pred_over_truth_median
density,0.007009212476503859,0.144681059002009,6456.526674761452,68.34376525878906,71.51607513427734,74.66461944580078,494.3015735963357
X_HI,7.579465549566779e-11,6.025556505566353e-07,0.0002283540347469871,2.111079083988443e-05,3.306594226160087e-05,5.226727080298588e-05,54.87616327397288
n_HI,8.79148877650251e-12,8.362639845866974e-08,0.04127080791269069,0.0015760940732434392,0.0023647285997867584,0.0035736330319195986,28277.298118434053
